ID.PRO,NOMBRES Y APELLIDOS,GEN,POS,REL ESPACIO,ESPACIO,CONDICION,GRUPO,OFICIO,FIRMA,EDAD,POS2,CONDICION 2,ESPACIO 2 ,OTROS ,OBSERVACIONES
1V13F6R,ALONSO DE TORRES,M,ARRENDATARIO,VECINDAD,SANTAFE,,,SASTRE,REGULAR,,,,,,
1V13F6R,MARTIN CAMACHO,M,ARRENDADOR,,,,,PROCURADOR,,,,,,,
1V13F6R,BEATRIZ DE BENAVENTE,F,OTROS,,,,,,,,,,,,
1V13F6R,AGUSTIN DE BENAVENTE,M,OTROS,,,,,,,,,,,,
1V13F7R,ALONSO DE SILVA,M,VENDEDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F7R,CRISTOBAL DE MARQUINA,M,OTROS,VECINDAD,SANTAFE,,,,,,FIADOR,,,,
1V13F7R,ALONSO GUTIERREZ PIMENTEL,M,COMPRADOR,VECINDAD,SANTAFE,,,,,,TUTOR,,,,
1V13F14R,ALONSO DE SILVA,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F14R,CRISTOBAL DE MARQUINA,M,OTROS,VECINDAD,SANTAFE,,,,,,FIADOR,,,,SE LE DA PAZ Y SALVO AL FIADOR
1V13F16R,FRANCISCO DE BERRIO,M,DEUDOR,VECINDAD,SANTAFE,CAPITAN,,,BIEN,,,,,,
1V13F16R,LUIS GUTIERREZ,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F16R,RODRIGO GUTIERREZ,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F17R,CRISTOBAL TINOCO,M,PODERDANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F17R,PEDRO NUÑEZ MARMOLEJO,M,APODERADO,,,,,SOLICITADOR DE CAUSAS,,,,,,,
1V13F17R,FRANCISCO DE BASTIDAS,M,OTROS,,,,,,,,DEUDOR,,,,
1V13F18R,ALONSO GUTIERREZ PIMENTEL,M,PODERDANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F18R,ANDRES DE VILLELA,M,APODERADO,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F18R,PEDRO DE BOLIVAR,M,OTROS,VECINDAD,SANTAFE,CAPITAN,,REGIDOR,,,DEUDOR,,,,
1V13F18R,ALONSO VALERO,M,OTROS,,,,,,,,DEUDOR,,,,
1V13F18R,BARTOLOME SANCHEZ,M,OTROS,,,,,AZUCARERO,,,DEUDOR,,,,
1V13F24R,FRANCISCO MALDONADO,M,DEUDOR,VECINDAD,SANTAFE,DON,,CABALLERO DE LA ORDEN DE SANTIAGO,BIEN,,,,,,
1V13F24R,JUAN AMARILLO,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F25R,FRANCISCO DE TAPIA,M,PODERDANTE,MORADOR,SANTAFE,,,,BIEN,,,,,,
1V13F25R,PEDRO DE LUGO,M,APODERADO,VECINDAD,SANTAFE,,,ALGUACIL DE CORTE,,,,,,,
1V13F25R,HERNANDO ROBLES DE GUEVARA,M,OTROS,,,,,,,,DEUDOR,,,,
1V13F26R,PEDRO DE VERGARA,M,DEUDOR,MORADOR,SANTAFE,,,,REGULAR,,,,,,
1V13F26R,JUAN AMARILLO,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F28R,FRANCISCO DE HERNAN SANCHEZ,M,PODERDANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F28R,FRANCISCO RAMOS,M,APODERADO,,,FRAILE,,PROCURADOR GENERAL DEL CONVENTO DEL SEÑOR SAN AGUSTIN,,,,,,,
1V13F30R,PEDRO DIEZ BARROSO,M,PODERDANTE,MORADOR,SANTAFE,CLERIGO,,CLERIGO PRESBITERO,,,,,,,
1V13F30R,CRISTOBAL DE VILLEGAS,M,APODERADO,,,,,PROCURADOR DE CAUSAS,,,,,,,
1V13F32R,PEDRO BIRVES,M,DEUDOR,MORADOR,SANTAFE,,,,REGULAR,,,,,,
1V13F32R,JUAN AMARILLO,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F33R,CATALINA DE BOHORQUEZ,F,PODERDANTE,VECINDAD,SANTAFE,VIUDA,,,BIEN,,,,,,
1V13F33R,DOMINGO MARTIN,M,APODERADO,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F34R,PEDRO MADERO,M,PODERDANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F34R,ANDRES ALONSO DE ORELLANA,M,APODERADO,VECINDAD,SANTAFE,,,,,,,,,,
1V13F34R,GONZALO DE HERRERA,M,OTROS,VECINDAD,SANTAFE,,,PLATERO,,,DEUDOR,,,,
1V13F34R,BARTOLOME HERNANDEZ,M,OTROS,,,,,TRATANTE,,,DEUDOR,,,,
1V13F36R,ANDRES ALONSO DE ORELLANA,M,PODERDANTE,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V13F36R,PEDRO MADERO,M,APODERADO,VECINDAD,SANTAFE,,,,,,,,,,
1V13F36R,LUIS ESTEBAN,M,OTROS,VECINDAD,LA PALMA,,,,,,DEUDOR,,,,
1V13F36R,SANCHO DIAZ DE CORDOBA,M,OTROS,VECINDAD,SANTAFE,,,,,,DEUDOR,,,,
1V13F38R,LEONOR JARAMILLO,F,PODERDANTE,RESIDENCIA,TUNJA,DON,,,,17-25 AÑOS,,,,,
1V13F38R,CRISTOBAL PALOMINO,M,APODERADO,RESIDENCIA,TUNJA,,,,,,,,,,
1V13F42R,CRISTOBAL PALOMINO,M,DEUDOR,VECINDAD,TOCAIMA,,,,BIEN,,,,,,
1V13F42R,LEONOR JARAMILLO,F,DEUDOR,,,,,,,,,,,,
1V13F42R,PEDRO GARCIA,M,ACREEDOR,,,,,MERCADER,,,,,,,
1V13F46R,GABRIEL HERNANDEZ,M,DEUDOR,MORADOR,SANTAFE,,,CARPINTERO,BIEN,,,,,,
1V13F46R,JUAN DEL HOYO,M,ACREEDOR,MORADOR,SANTAFE,,,CANTERO,,,,,,,
1V13F46R,LAZARO ROLDAN MULATO,M,OTROS,,,,,CARPINTERO,,,DEUDOR,PRESO,,,
1V13F47R,LAZARO ROLDAN MULATO,M,DEUDOR,RESIDENCIA,SANTAFE,,,CARPINTERO,,,,PRESO,,,
1V13F47R,GABRIEL HERNANDEZ,M,ACREEDOR,MORADOR,SANTAFE,,,CARPINTERO,,,,,,,
1V13F48R,JUAN AMARILLO,M,PODERDANTE,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V13F48R,MARTIN CAMACHO,M,APODERADO,,,,,PROCURADOR DE CAUSAS,,,,,,,
1V13F49R,JUAN DEL RIO,M,ARRENDADOR,,,,,TRATANTE,BIEN,,,,,,
1V13F49R,JUAN DE LA VEGA,M,ARRENDATARIO,,,,,,BIEN,,,,,,
1V13F51R,FRANCISCO HERMOSO,M,PODERDANTE,RESIDENCIA,SANTAFE,CLERIGO,,PRESBITERO,BIEN,,,,,,
1V13F51R,ALONSO GARZON DE TAHUESTE,M,APODERADO,,,CLERIGO,,PRESBITERO,,,,,,,
1V13F52R,JUAN GONZALEZ DE MONTALVO,M,PODERDANTE,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V13F52R,PEDRO NUÑEZ MARMOLEJO,M,APODERADO,RESIDENCIA,SANTAFE,,,SOLICITADOR DE CAUSAS,,,,,,,
1V13F53R,JUAN DE LA VEGA,M,PODERDANTE,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V13F53R,FRANCISCO DE CONCHA,M,APODERADO,,,,,PROCURADOR DE CAUSAS,,,,,,,
1V13F54R,MATEO VASQUEZ DE LOAIZA,M,VENDEDOR,MORADOR,SANTAFE,,,,BIEN,,,,,,
1V13F54R,GABRIEL RODRIGUEZ MONTEAGUDO,M,COMPRADOR,MORADOR,SANTAFE,,,,,,,,,,
1V13F56R,LUIS DE COLMENARES,M,DEUDOR,VECINDAD,SANTAFE,CAPITAN,,,BIEN,,,,,,
1V13F56R,JUAN AMARILLO,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F61R,ALVARO DE AUÑON,M,ARRENDADOR,VECINDAD,SANTAFE,LICENCIADO,,MEDICO,BIEN,,,,,,
1V13F61R,ALONSO DE CARDENAS,M,ARRENDATARIO,VECINDAD,SANTAFE,,,,REGULAR,,,,,,
1V13F62R,ALONSO VIDAL,M,PODERDANTE,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V13F62R,DOMINGO MARTIN DE AUX,M,APODERADO,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F63R,GOMEZ ZALAMEA,M,ARRENDADOR,,,,,TRATANTE,BIEN,,,,,,
1V13F63R,JUAN DE LA CRUZ,M,ARRENDATARIO,,,,,TRATANTE,,,,,,,
1V13F64R,JUAN DE LA CRUZ,M,DEUDOR,,,,,TRATANTE,BIEN,,,,,,
1V13F64R,GOMEZ ZALAMEA,M,ACREEDOR,,,,,,,,,,,,
1V13F65R,JUAN AMARILLO,M,ARRENDADOR,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V13F65R,JUAN DE LA CRUZ,M,ARRENDATARIO,,,,,TRATANTE,BIEN,,,,,,
1V13F66R,LUIS DEL CASTILLO,M,DEUDOR,VECINDAD,TOCAIMA,,,,BIEN,,,,,,
1V13F66R,FRANCISCO MARTINEZ DE RIOS,M,ACREEDOR,,,,,ESCRIBANO,,,,,,,
1V13F66R,JUANA JARAMILLO,F,OTROS,,,,,,,,,,,,
1V13F70R,JUAN DIAZ JARAMILLO,M,DEUDOR,VECINDAD,TOCAIMA,,,,BIEN,,,,,,
1V13F70R,FRANCISCO MARTINEZ DE RIOS,M,ACREEDOR,MORADOR,SANTAFE,,,ESCRIBANO,,,,,,,
1V13F72R,LUIS LOPEZ ORTIZ,M,DONANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F72R,FRANCISCO MARTINEZ DE RIOS,M,BENEFICIARIO,,,,,,BIEN,,,,,,
1V13F72R,LUIS DEL CASTILLO,M,OTROS,,,,,,BIEN,,,,,,
1V13F75R,JUAN CEPEDA ORTEGA,M,PODERDANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F75R,LUIS PALOMA DESFEILO,M,APODERADO,VECINDAD,SEVILLA,,,,,,,,,,
1V13F76R,LUIS LOPEZ ORTIZ,M,PODERDANTE,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V13F76R,FRANCISCO MARTINEZ DE RIOS,M,APODERADO,,,,,,,,,,,,
1V13F80R,LUIS LOPEZ ORTIZ,M,DONANTE,VECINDAD,SANTAFE,,,MERCADER,BIEN,,TESTANTE,,,,
1V13F80R,FRANCISCO MARTINEZ DE RIOS,M,BENEFICIARIO,MORADOR,SANTAFE,,,ESCRIBANO,,,,,,,
1V13F82R,FRANCISCO MARTINEZ DE RIOS,M,BENEFICIARIO,MORADOR,SANTAFE,,,ESCRIBANO,BIEN,,,,,,
1V13F82R,JUANA JARAMILLO,F,BENEFICIARIO,,,,,,,,,,,,
1V13F82R,LUIS LOPEZ ORTIZ,M,DONANTE,,,,,,,,,,,,
1V13F82R,LUIS DEL CASTILLO,M,DONANTE,,,,,,,,,,,,
1V13F82R,JUAN DIAZ JARAMILLO,M,DONANTE,,,,,,,,,,,,
1V13F88R,GASPAR GONZALEZ,M,DEUDOR,VECINDAD,SANTAFE,,,PLATERO,BIEN,,,,,,
1V13F88R,LUIS LOPEZ ORTIZ,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F90R,FRANCISCO MARTINEZ DE RIOS,M,ACREEDOR,MORADOR,SANTAFE,,,,BIEN,,DONATARIO,,,,
1V13F90R,JUANA JARAMILLO,F,ACREEDOR,MORADOR,SANTAFE,,,,,,DONATARIO,,,,
1V13F90R,LUIS DEL CASTILLO,M,DEUDOR,VECINDAD,TOCAIMA,,,,BIEN,,DONANTE,,,,
1V13F90R,LUIS LOPEZ ORTIZ,M,DEUDOR,VECINDAD,SANTAFE,,,MERCADER,BIEN,,DONANTE,,,,
1V13F90R,JUAN DIAZ JARAMILLO,M,DEUDOR,,,CAPITAN,,,,,DONANTE,,,,
1V13F96R,LUIS DEL CASTILLO,M,VENDEDOR,VECINDAD,TOCAIMA,,,,BIEN,,,,,,
1V13F96R,FRANCISCO MARTINEZ DE RIOS,M,COMPRADOR,MORADOR,SANTAFE,,,ESCRIBANO,,,,,,,
1V13F96R,ESPERANZA ESCLAVA,F,ESCLAVO,,,ESCLAVO,,,,50 AÑOS,,,,,
1V13F96R,MAGDALENA ESCLAVA,F,ESCLAVO,,,ESCLAVO,,,,25 AÑOS,,,,,
1V13F98R,PEDRO DE BOLIVAR,M,DONANTE,VECINDAD,SANTAFE,,,REGIDOR,BIEN,,,,,,
1V13F98R,BERNARDINA DE VICTORIA,F,DONANTE,VECINDAD,,,,,,,,,,,
1V13F98R,FRANCISCA DE BOLIVAR,F,BENEFICIARIO,,,DONCELLA,,,,,,,,,
1V13F98R,MARTIN RODRIGUEZ,M,OTROS,VECINDAD,,,,ENSAYADOR MAYOR,,,,,,,
1V13F102R,PEDRO DE BOLIVAR,M,DEUDOR,VECINDAD,SANTAFE,CAPITAN,,REGIDOR,BIEN,,,,,,
1V13F102R,BERNARDINA DE VICTORIA,F,DEUDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F102R,MARTIN RODRIGUEZ,M,ACREEDOR,,,,,ENSAYADOR MAYOR,,,,,,,
1V13F102R,FRANCISCA DE BOLIVAR,F,OTROS,,,,,,,,,,,,
1V13F108R,MARTIN RODRIGUEZ,M,DEUDOR,VECINDAD,SANTAFE,,,ENSAYADOR MAYOR,BIEN,,,,,,
1V13F108R,PEDRO DE BOLIVAR,M,ACREEDOR,VECINDAD,SANTAFE,,,REGIDOR,,,,,,,
1V13F108R,BERNARDINA DE VICTORIA,F,ACREEDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F108R,FRANCISCA DE BOLIVAR,F,DEUDOR,,,DONCELLA,,,,,,,,,
1V13F112R,PEDRO DE BOLIVAR,M,PODERDANTE,VECINDAD,SANTAFE,CAPITAN,,REGIDOR,BIEN,,,,,,
1V13F112R,BERNARDINA DE VICTORIA,F,PODERDANTE,,,,,,,,,,,,
1V13F112R,MARTIN RODRIGUEZ,M,APODERADO,VECINDAD,SANTAFE,,,ENSAYADOR MAYOR,,,,,,,
1V13F116R,MARTIN RODRIGUEZ,M,DEUDOR,VECINDAD,SANTAFE,,,ENSAYADOR MAYOR,BIEN,,,,,,
1V13F116R,PEDRO DE BOLIVAR,M,ACREEDOR,VECINDAD,SANTAFE,CAPITAN,,REGIDOR,,,,,,,
1V13F120R,ESTEBAN GONZALEZ,M,OTROS,MORADOR,SANTAFE,,,,BIEN,,FIADOR,,,,
1V13F120R,ESTEBAN DE AMAYA ANDRADE,M,DEUDOR,,,,,ESCRIBANO,,,,,,,
1V13F120R,ANDRES ALONSO DE ORELLANA,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F122R,JUAN DE VALLADOLID,M,VENDEDOR,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,ALBACEA DE FRANCISCO LUCAS DEL COPO
1V13F122R,JUAN BARRAGAN,M,VENDEDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V13F122R,FRANCISCO LUCAS DEL COPO,M,OTROS,,,DIFUNTO,,,,,,,,,
1V13F122R,PEDRO LOPEZ,M,OTROS,,,CLERIGO,,PRESBITERO,,,,,,,HEREDERO DE LOS BIENES DE FRANCISCO LUCAS DEL COPO Y CURA PARROQUIAL DE LA IGLESIA DE LA CIUDAD DE LA TRINIDAD
1V13F122R,VITORES DEL CASTILLO,M,COMPRADOR,,,,,,,,,,,,
1V13F124R,VITORES DEL CASTILLO,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F124R,CATALINA DE GUES,F,DEUDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F124R,PEDRO GONZALEZ,M,OTROS,VECINDAD,SANTAFE,,,PLATERO,,,FIADOR,,,,
1V13F124R,PEDRO LOPEZ,M,ACREEDOR,,,CLERIGO,,PRESBITERO,BIEN,,,,,,
1V13F126R,CRISTOBAL MENDEZ,M,DEUDOR,MORADOR,SANTAFE,,,SILLERO,BIEN,,,,,,
1V13F126R,JUAN AMARILLO,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F127R,JUAN DE ROBLES,M,PODERDANTE,VECINDAD,SANTAFE,,,ALBAÑIL,BIEN,,,,,,
1V13F127R,MARTIN CAMACHO,M,APODERADO,VECINDAD,SANTAFE,,,PROCURADOR DE CAUSAS,,,,,,,
1V13F128R,RODRIGO GUTIERREZ,M,PODERDANTE,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V13F128R,PEDRO SUAREZ DE VILLENA,M,APODERADO,VECINDAD,SANTAFE,CAPITAN,,,,,,,,,
1V13F128R,FRANCISCO RIAÑO,M,OTROS,,,,,ESCRIBANO,,,DEUDOR,,,,
1V13F128R,PEDRO MADERO,M,OTROS,,,,,,,,DEUDOR,,,,
1V13F129R,SEBASTIAN PEREZ,M,DEUDOR,MORADOR,SANTAFE,MULATO,,ZAPATERO,,,,,,,
1V13F129R,JUAN DE MURCIA,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F130R,RODRIGO GARCIA,M,OTROS,,,CLERIGO,,PRESBITERO,BIEN,,ASENTISTA,,,,
1V13F130R,BARTOLOME DE MOYA,M,MAESTRO,,,,,CARPINTERO,,,,,,,
1V13F130R,FRANCISCO SEVERINO,M,OTROS,,,,,,,,ASENTISTA,,,,
1V13F130R,JUSEPE SEVERINO DE SANTIAGO,M,APRENDIZ,,,,,APRENDIZ DE CARPINTERO,BIEN,,,,,,
1V13F132R,JUAN MARIN DE NAPOLES,M,DEUDOR,MORADOR,SANTAFE,,,ZAPATERO,,,,,,,
1V13F132R,ALONSO MARTIN CORTES,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,NOTARIO APOSTOLICO
1V13F134R,MARIA HERNANDEZ DE CARRASCAL,F,VENDEDOR,VECINDAD,SANTAFE,VIUDA,,,REGULAR,,,,,,
1V13F134R,PEDRO MARMOLEJO,M,COMPRADOR,VECINDAD,SANTAFE,CLERIGO,,PRESBITERO,,,,,,,
1V13F134R,DIEGO ESCLAVO,M,OTROS,,,ESCLAVO,,,,20,,,,,
1V13F136R,PEDRO MARMOLEJO,M,DEUDOR,VECINDAD,SANTAFE,CLERIGO,,PRESBITERO,BIEN,,,,,,
1V13F136R,JUAN LOPEZ DE HINESTROSA,M,ACREEDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F137R,DOMINGO MARTIN,M,DEUDOR,VECINDAD,SANTAFE,,,ZAPATERO,,,,,,,
1V13F137R,HERNANDO SUAREZ,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F138R,GONZALO DE MARTOS,M,DONANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F138R,BERNARDINA ANTOLINES,F,DONANTE,,,,,,,,,,,,
1V13F138R,FRANCISCO DE SANTIAGO,M,BENEFICIARIO,,,CAPITAN,,,,,,,DIFUNTO,,
1V13F138R,BEATRIZ DE BURGOS,F,OTROS,,,DIFUNTO,,,,,,,,,
1V13F142R,JUAN DE MURCIA,M,APODERADO,VECINDAD,SANTAFE,,,MERCADER,,,CONCERTANTE,,,,ACREEDOR DE MURCIA
1V13F142R,FELIPE ZAMBRANO,M,PODERDANTE,,,,,PLATERO,,,CONCERTADO,,,,DEUDOR DE MURCIA
1V13F142R,DIEGO GONZALEZ,M,DEUDOR,,,,,TRATANTE,,,,,,,DEUDOR DE ZAMBRANO
1V13F143R,JUAN AMARILLO,M,OTROS,VECINDAD,SANTAFE,,,MERCADER,BIEN,,FIADOR,,,,
1V13F143R,GASPAR MARIN,M,OTROS,VECINDAD,SANTAFE,,,,,,APODERADO,,,,
1V13F143R,ANDRES LABRADOR,M,ACREEDOR,,,,,,,,PODERDANTE,,,,
1V13F143R,GASPAR GONZALEZ,M,DEUDOR,,,LICENCIADO,,PRECEPTOR,,,,,,,
1V13F145R,VITORES DEL CASTILLO,M,DEUDOR,VECINDAD,SANTAFE,,,HERRERO,BIEN,,,,,,
1V13F145R,CATALINA DE GUES,F,DEUDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F145R,PEDRO DE BOLIVAR,M,ACREEDOR,VECINDAD,SANTAFE,,,REGIDOR,,,,,,,
1V13F147R,JERONIMO DE BOHORQUEZ,M,OTROS,VECINDAD,SANTAFE,,,ALGUACIL MAYOR,,,,,,,
1V13F147R,JUAN DIAZ DE MARTOS,M,ARRENDADOR,,,,,,,,,,,,
1V13F147R,LAZARO RODRIGUEZ,M,ARRENDATARIO,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F149R,FRANCISCO SILVA HERNANDEZ,M,DEUDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F149R,MIGUEL DE TORRES,M,DEUDOR,VECINDAD,SANTAFE,,,CLERIGO,BIEN,,,,,,
1V13F149R,JUAN DE MURCIA,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F151R,DIEGO HERNANDEZ,M,PODERDANTE,RESIDENCIA,SANTAFE,CLERIGO,,PRESBITERO,BIEN,,,,,,
1V13F151R,JUAN AMARILLO,M,APODERADO,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F151R,FRANCISCO GOMEZ DE LA CRUZ,M,OTROS,VECINDAD,SANTAFE,CAPITAN,,,,,DEUDOR,,,,
1V13F151R,FRANCISCO GUILLEN CHAPARRO,M,OTROS,,,,,,,,,,,,
1V13F151R,ANTONIO SALAS,M,OTROS,,,,,,,,,,,,
1V13F153R,FRANCISCO ROMERO,M,PODERDANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F153R,HERNANDO DE MUÑOZ,M,APODERADO,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F153R,JUAN DOMINGUEZ,M,APODERADO,,,,,,,,,,,,
1V13F153R,BARTOLOME PEREZ GARZON,M,APODERADO,,,,,,,,,,,,
1V13F153R,JORGE ESCLAVO,M,OTROS,,,ESCLAVO,,,,26,,,,,
1V13F154R,ALONSO ROMERO,M,DEUDOR,RESIDENCIA,POPAYAN,,,,BIEN,,,,,,
1V13F154R,BARTOLOME PEREZ GARZON,M,DEUDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F154R,SEBASTIAN DE VARGAS,M,ACREEDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F159R,ALVARO DE AUÑON,M,PODERDANTE,VECINDAD,SANTAFE,LICENCIADO,,MEDICO,BIEN,,,,,,
1V13F159R,ANDRES DE LA CRUZ,M,APODERADO,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F160R,JUAN DEL CASTILLO,M,DEUDOR,VECINDAD,SANTAFE,,,MEDICO,BIEN,,,,,,
1V13F160R,JUAN DE MURCIA,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F161R,ALVARO DE AUÑON,M,DEUDOR,MORADOR,SANTAFE,LICENCIADO,,MEDICO,BIEN,,,,,,
1V13F161R,ANDRES DE LA CRUZ,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V13F162R,ALONSO GUTIERREZ PIMENTEL,M,ARRENDADOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F162R,ANTONIO DE MADRIGAL,M,ARRENDATARIO,,,,,,,,,,,,
1V13F165R,ALONSO ROMERO,M,VENDEDOR,RESIDENCIA,POPAYAN,,,,BIEN,,,,,,
1V13F165R,SEBASTIAN DE VARGAS,M,COMPRADOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F165R,JORGE ESCLAVO,M,OTROS,,,ESCLAVO,,,,26,,NACION ANGICO,,,
1V13F169R,GONZALO DE LEON BENERO,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F169R,ALONSO DE OLMOS,M,ACREEDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F175R,LUISA DE BENERO,F,DEUDOR,VECINDAD,SANTAFE,VIUDA,,,BIEN,,,,,,
1V13F175R,ALONSO DE OLMOS,M,ACREEDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F175R,FRANCISCA DE LEON BENERO,F,OTROS,VECINDAD,SANTAFE,,,,,,,,,,
1V13F179R,ALONSO DE OLMOS,M,DONANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F179R,FRANCISCA DE LEON BENERO,F,DONANTE,VECINDAD,SANTAFE,DON,,,BIEN,,,,,,
1V13F179R,GONZALO DE LEON BENERO,M,BENEFICIARIO,VECINDAD,SANTAFE,,,,,,,,,,
1V13F185R,FRANCISCO MARTINEZ DE RIOS,M,VENDEDOR,RESIDENCIA,SANTAFE,,,ESCRIBANO,BIEN,,,,,,
1V13F185R,LUISA DE BENERO,F,COMPRADOR,VECINDAD,SANTAFE,VIUDA,,,,,,,,,
1V13F185R,FRANCISCO ESCLAVO,M,OTROS,,,ESCLAVO,ESC,,,21,,,,,
1V13F185R,ALEJANDRO ESCLAVO,M,OTROS,,,ESCLAVO,ESC,,,21,,,,,
1V13F189R,GONZALO DE LEON BENERO,M,PODERDANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V13F189R,LUISA DE BENERO,F,APODERADO,VECINDAD,SANTAFE,,,,,,,,,,
1V13F189R,MATEO LOPEZ DE BARAHONA,M,APODERADO,VECINDAD,SANTAFE,,,RECEPTOR DE LA REAL AUDIENCIA,,,,,,,
1V13F191R,LUISA DE BENERO,F,DEUDOR,VECINDAD,SANTAFE,VIUDA,,,BIEN,,APODERADO,,,,
1V13F191R,FRANCISCO MARTINEZ DE RIOS,M,ACREEDOR,RESIDENCIA,SANTAFE,,,ESCRIBANO,,,,,,,
1V13F191R,GONZALO DE LEON BENERO,M,OTROS,VECINDAD,SANTAFE,,,,,,PODERDANTE,,,,
1V13F191R,FRANCISCO ESCLAVO,M,OTROS,,,ESCLAVO,ESC,,,21,,,,,
1V13F191R,ALEJANDRO ESCLAVO,M,OTROS,,,ESCLAVO,ESC,,,21,,,,,
1V13F193R,LUISA DE BENERO,F,VENDEDOR,VECINDAD,SANTAFE,VIUDA,,,BIEN,,APODERADO,,,,
1V13F193R,ALONSO DE OLMOS,M,COMPRADOR,VECINDAD,SANTAFE,,,,,,,,,,
1V13F193R,GONZALO DE LEON BENERO,M,OTROS,VECINDAD,SANTAFE,,,,,,PODERDANTE,,,,
1V13F193R,FRANCISCO ESCLAVO,M,OTROS,,,ESCLAVO,ESC,,,21,,,,,
1V13F193R,ALEJANDRO ESCLAVO,M,OTROS,,,ESCLAVO,ESC,,,21,,,,,
1V13F197R,PEDRO MADERO,M,DEUDOR,MORADOR,SANTAFE,,,,BIEN,,,,,,
1V13F197R,FRANCISCO MARTINEZ DE RIOS,M,ACREEDOR,MORADOR,SANTAFE,,,ESCRIBANO,,,,,,,
1V13F197R,ANTONIO ESCLAVO,M,OTROS,,,ESCLAVO,ESC,,,,,,,,
1V13F199R,ALONSO GABRIEL,M,DEUDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V13F199R,JERONIMO DE BOHORQUEZ,M,ACREEDOR,,,,,ALGUACIL MAYOR,,,,,,,
